,dv1_list,dv2_list,dv3_list,dv4_list,dv5_list,dv6_list,dv7_list,dv8_list,dv9_list,dv10_list,dv11_list,dv12_list,dv13_list
0,4.443491024010919,0.72682239947147,-637.3471206651659,429.6096286069039,-156.79730178515086,3.032236295266183,0.4887482044514624,-295.8511901263591,126.63309427025347,-89.41707803802123,31.30632324364723,11.833711599241465,11.833711599241465
1,1.061868845014104,0.17399623402982298,-2734.354164234946,1254.966760533424,-206.9523854459359,0.30744293540749906,0.04280316186305459,,,-72.44174265450862,8.20261577084153,8.98581103993971,8.98581103993971
2,1.2544021696945817,0.22423590760892848,-3087.887180122313,1306.8375148533928,-194.0671592179166,0.3476514109100375,0.059105441543131354,,,-73.74409060210921,8.250989216505518,11.07946037011173,11.07946037011173
3,0.5251400811175494,0.06612281845089862,-3558.759518504334,2657.066262857551,-144.90933844923111,0.06755753739250552,0.008460284011981319,,,-74.30877100145523,1.6553786954122196,9.11041283292978,9.11041283292978
4,0.5822756144222169,0.0641997338111234,-3958.2417053086124,3480.5951304542987,-168.9436782092071,0.05797852730930609,0.007235642505906037,,,-84.15284833381259,1.1834684871221246,9.628150260756206,9.628150260756206
5,0.3138819025835127,0.022004020712252232,22329.824053107597,12531.566311425771,-100.15980160914893,0.015982455729144345,0.001351602444816151,,,-63.5900405327157,0.766984795688782,4.581174701277298,4.581174701277298
6,0.47465291044499797,0.05090634525984801,37218.55962482749,10862.732159606105,-203.44571798778176,0.028859873053026352,0.0030678784479794357,,,-83.27864583333333,1.4304022754911185,10.603165996908812,10.603165996908812
7,0.5869717005215656,0.07943409548634574,15919.72034713842,5308.115216727378,-167.2187468452126,0.046032033162515806,0.0072716082341417665,,,-79.12777153283483,2.2064700512960083,9.836805098247481,9.836805098247481
8,0.8218575097547862,0.06720779499290207,680224.2702494311,3501.1856477337055,-116.90436355099281,0.06285851564231161,0.006289053986453718,,,-78.10667320101282,3.109069218541197,9.949412145748987,9.949412145748987
9,0.7929885046234186,0.05413558004216297,-8462.014300294739,23801.67141830207,-180.2289196874472,0.07572432291971117,0.003890031766611732,,,-68.4272014798228,2.5599320964247005,8.48873693858845,8.48873693858845
10,0.9384800831506782,0.0782701045990428,-6011.111402329229,10667.24531084369,-155.88852937789378,0.1020393780394708,0.007005083977209582,,,-74.36479052052475,3.340949246613707,12.056592192033763,12.056592192033763
11,0.8850237848572554,0.10060726160256549,55064.10507170814,-73507.8748084715,-152.23247677202352,0.08224689045222135,0.008135872078887853,,,-87.83715986614462,3.3547957955959973,14.868241237677983,14.868241237677983
12,0.9512346341706182,0.14860801817513186,-3574.021862305492,-28266.598960293628,-146.48044209023942,0.13105418382572234,0.014303044092708961,,,-82.88119343565405,3.322578553624032,11.684812172088135,11.684812172088135
13,0.9996871280658546,0.10673451666129989,1465.615087307802,-6233.224316436223,-167.20606706989741,0.17556989513244933,0.010911750100236999,,,-80.44629875466211,7.595660357547354,10.800232593340063,10.800232593340063
14,1.1009735131263136,0.09906670139438975,9747.318812711277,11503.073945526698,-223.35434507868086,0.12029070725725761,0.007642198997363977,,,-71.95192586156965,5.239258390051362,11.810145179063364,11.810145179063364
15,1.0577491694528114,0.13415953089016155,3104.5343929957467,18995.831163317835,-113.37282485871725,0.142600394913407,0.01274606223212075,,,-80.64492984693878,6.81899725868056,10.433599937047525,10.433599937047525
16,1.0940501717413895,0.07433075420735905,-6509.542773326859,12317.760540619825,-160.21426808976742,0.12630362232324058,0.006566527793644958,,,-71.95445849817054,4.062512928955786,9.573956447963804,9.573956447963804
17,1.0855302662447066,0.08395590654135726,-101544.86900395232,30526.4987146639,-131.40108431898204,0.11448685998974896,0.007556757297281729,,,-75.55018812729143,5.312406335730707,8.855232051282053,8.855232051282053
18,1.0760685669995618,0.11186962205767609,-1932.1663747480416,4350.786713725224,-140.101291025493,0.17517044427397482,0.01407175309992677,,,-84.54050387983483,2.9503777084048948,11.423196308724826,11.423196308724826
19,1.0806486899134242,0.09465064204268783,-3540.032020206897,2769.5019531981147,-131.91637745948987,0.13848005005394295,0.012242908606530989,,,-81.88751391894446,3.657002036601367,13.5979537037037,13.5979537037037
20,1.163717032539098,0.14223591584054732,-3037.1934891293395,5608.793452991766,-157.6951623209171,0.1809017385982063,0.018936191689243653,,,-82.81130289783225,4.185514670009619,11.107985393658705,11.107985393658705
21,1.2207260964567512,0.13539029827051982,-2622.7417274957397,8288.742560032988,-159.66287542656664,0.19045117213431603,0.01569919976081628,,,-86.5760069982902,4.483619422162769,11.849173425572516,11.849173425572516
22,1.218839887343275,0.12243668854851275,-19418.6621447108,3534.650357121118,-140.77943650498983,0.16590317826857717,0.017560655685268454,,,-79.5805852204276,6.87809422093865,13.865095765158799,13.865095765158799
23,1.5577417121211907,0.1604030473716144,2109.5549629089664,11094.175151359015,-211.19402053068697,0.3353502438913762,0.023030170710110945,,,-67.39132782547654,14.062875802782987,13.381058119658128,13.381058119658128
24,1.7201272490307389,0.1679464780907062,2146.7906275660844,7982.2895621557645,-136.2121415407548,0.38094983801676535,0.027479493415012837,,,-81.9447596726156,17.416540963322333,11.242312387791745,11.242312387791745
25,1.4082257821034692,0.15023834469299635,1198.4912861779835,20212.910425101603,-120.34890684883206,0.34000009948297105,0.022569418287388423,,,-82.4177128780459,15.886864631371147,12.672353181272507,12.672353181272507
26,1.568212684402366,0.20357379672248774,-2820.605156814746,12646.346635413443,-133.44392604830512,0.354953479203653,0.036952086950190845,,,-88.6467263387565,9.623679599087815,13.251896433041296,13.251896433041296
27,1.7073726546672514,0.2041958096946655,1951.5898922831102,5359.636462249999,-136.3803389504269,0.41217005762468,0.03882486061936082,,,-78.87751299749809,18.04898089447601,9.633130472701906,9.633130472701906
28,1.7396753943210306,0.18786085095810068,-1718.841172819505,5391.476722135871,-98.8263920833871,0.42077806238333937,0.03623812493736936,,,-72.2025141443359,10.536779847157879,9.607794854734971,9.607794854734971
29,2.0721532094335497,0.16616189150771746,9637.69614931239,6776.481070850566,-125.78068421260444,0.48183895734764254,0.0353544289510069,,,-76.19282172528158,19.927835241989776,9.149798698813628,9.149798698813628
30,2.206675250640261,0.30661211463411253,-1217.6627870041548,4775.539384301276,-117.17934943103624,0.7665297745827301,0.08584741419077063,,,-82.16009355903168,17.613509048723863,8.976724525185789,8.976724525185789
31,3.999301945656178,0.39687654261017086,3961.6104539116077,8243.278092733899,-180.02645268818512,1.9244342066343885,0.16989601382463676,-267.994045403796,1450.7150715071502,-89.0133148618487,54.549408509064044,10.082032573289908,10.082032573289908
32,3.0810431262798423,0.29052175372101396,-4769.972059276923,4670.214971455717,-153.91328229129806,1.1944854610296907,0.09327687639928996,,,-73.96144013634427,24.65369608800207,9.147499738994254,9.147499738994254
33,4.897574135170127,0.5045383095536886,4111.612882143499,1077.7592704651352,-173.11664694631125,2.7966663075680107,0.2769049116307446,617.6563429842945,470.5401420721082,-78.45904390207114,46.08838398344006,11.607222459490021,11.607222459490021
34,5.561561214432094,0.5538794655731372,443.98062230862644,1616.0255675772476,-146.43872046739335,4.133201627640818,0.3255017749792736,216.14528611429517,350.0516291877007,-84.89151176330726,78.07300182858958,10.675617764030042,10.675617764030042
35,4.278992082997858,0.5480920354935632,826.9849909261858,-16487.250522801794,-151.84387507252487,2.7696760605276265,0.28853501148827226,793.2399134028735,2789.706526500217,-83.05198201024999,53.500879339934016,11.567277514883218,11.567277514883218
36,7.360038827818605,0.7736891679137263,976.5119077611101,1339.773133325294,-112.4782289840713,6.335185547538526,0.519628868152333,838.1075532567254,423.290554060581,-77.5704598016542,8.30128204524034,11.210844930417498,11.210844930417498
37,4.962785238056241,0.601660841746243,542.3899340787682,7325.057004791506,-155.9895070787529,3.2121955297702858,0.33913378578340525,218.4567478339511,911.1870363139395,-82.43847588868161,52.38746658301417,11.868693940168745,11.868693940168745
38,5.70431520854547,0.49577826373712897,-2917.694098484892,3281.0214613530325,-153.20726493350787,3.816284864090767,0.2859499047619298,270.18150500038564,514.3449339631736,-77.95721831104979,41.22182010503737,9.449509230769243,9.449509230769243
39,5.662320117707638,0.7411535602052741,-1110.7670019125642,1295.8903089517426,-150.67937949711126,3.7970129842610083,0.4513853911363369,-548.0309126645195,303.626655714139,-85.47795978698848,51.91084976452122,11.26066832055331,11.26066832055331
40,5.314308493945212,0.5955768451634483,-410.726505875331,7148.802052290885,-171.3779757912863,3.7090457318224606,0.3245135048277508,-197.1068535424971,403.2213608957796,-79.42222417350838,28.972968725171533,10.481889243580836,10.481889243580836
41,5.618010112900867,0.6558784481018295,14887.276301090069,2702.505507137089,-137.8430538225646,3.930387562089947,0.398974568304203,-1065.3767450320584,280.4084901882259,-86.57657203368463,35.91109281317452,12.301375486661856,12.301375486661856
42,4.9422866808349735,0.5357680872184317,6037.750410520631,1571.5431055122212,-161.9649986845735,3.0661806803753335,0.29614433486224273,-1126.5342719243015,387.2188087137562,-80.85287516446097,72.21013966110665,10.702625937031494,10.702625937031494
43,3.014566021136802,0.3727960482308189,1392.3698750869764,2699.39413821433,-183.45908164265623,1.2115581800673683,0.11994584881022465,,,-83.239256843001,36.352958035277375,13.153683691492486,13.153683691492486
44,5.894143211986866,0.7292646193090714,-1667.1532633647978,3191.551050607572,-136.06593752118835,3.8905063853942212,0.4424790763549594,-2473.910037592365,456.55895304844023,-82.7810356377027,52.049612214535394,12.379799859845823,12.379799859845823
45,5.222088354224373,0.704553474999911,-16516.449201777537,1931.5519483882329,-167.71760549065675,3.4152867893972885,0.39490837117057015,1392.2300922944833,426.9969666329626,-77.06503934478881,61.45380101180436,12.080208109172021,12.080208109172021
46,4.839432193069827,0.6539842952908177,1149.4579845779638,4054.6144390991917,-147.01421902505362,2.9646639917822935,0.37539935859215,513.8985819288737,403.6359334332361,-87.7143283137021,55.012705610005405,10.413089157185969,10.413089157185969
47,4.478514290498669,0.633178576162831,395.0149328498381,9680.935317594822,-158.7397537987705,2.7705158890413655,0.36755526007338074,224.2661886623348,855.2657004830919,-81.07058706401618,69.42109078423294,9.432207584830339,9.432207584830339
48,4.401470457865167,0.5591692425207815,423.43287750708106,8913.41829732516,-181.09216712581377,2.776504705119297,0.27877115770241717,831.9467439293593,1989.0066225165558,-82.40291826802282,84.87088697776194,12.446670591881018,12.446670591881018
49,4.6046854292947375,0.5568383973023409,-83810.65621115942,1867.7342341778476,-143.87259628744002,2.870573256899388,0.3264361176011418,1140.9950150535515,923.5972328977704,-79.02851003223309,33.250975899803905,11.634138216403164,11.634138216403164
50,4.045867312907997,0.5013336624560332,19671.059861340553,3044.177091212954,-139.5169393196533,2.0167743990180194,0.24379496888247032,167.39858001549837,603.313438979214,-84.4630507500667,51.566453937657386,10.718088272225021,10.718088272225021
51,5.694285831849616,0.6030729644170161,-556.3426277423198,-58435.341981414924,-127.08030130007805,4.369969789631639,0.38861942757853674,-187.82039142444805,410.259797446059,-82.94230611918961,32.08828865535359,8.073644222912243,8.073644222912243
52,5.7297740427549,0.5780333727566477,504.82338136671416,1537.5068164873321,-161.0344244643903,3.5747312893340246,0.33886270322958867,180.2571573428976,421.1812706430929,-79.9553419174662,99.87491848859325,11.114913125590183,11.114913125590183
53,5.2712239588703484,0.5759581906442756,1491.7403729911794,1650.2284460759954,-146.914833188449,3.4660109330792817,0.3431735369749759,345.585691387218,254.4379675736908,-85.42019162544223,41.38618737285671,9.40122361219703,9.40122361219703
54,4.80015739064071,0.6550915274955407,-2659.036858412778,849.0574420792497,-137.05694913042498,2.9641279726630247,0.4152518922102411,430.7098000330524,311.400208149868,-77.92518793953602,20.377739398986737,10.766487056311721,10.766487056311721
